price,year,manufacturer,model,condition,cylinders,odometer,transmission,drive,type,lat,long
4495,2002.0,2,1002,2,5,207433.0,0,0,0,43.0128,-83.6914
2500,1996.0,2,178,0,5,185444.0,0,0,6,42.94542,-83.67717
5000,2013.0,2,296,0,2,115600.0,1,1,5,42.94542,-83.67717
4999,2010.0,5,491,2,2,145225.0,0,1,5,43.0348,-83.5268
2000,2003.0,15,46,1,5,209000.0,0,0,0,42.80617,-86.058483
5995,2013.0,3,5,2,2,93010.0,0,1,5,42.828852,-85.663188
3495,2006.0,13,581,2,4,102000.0,0,1,5,42.828852,-85.663188
3295,2004.0,1,666,2,4,127000.0,0,1,5,42.828852,-85.663188
3995,2004.0,2,601,2,4,130600.0,0,1,5,42.8977,-85.7186
5488,2004.0,1,828,0,4,129000.0,0,0,0,42.8187,-85.5244
2900,2012.0,5,495,1,2,255216.0,0,1,2,42.968136,-85.644638
5795,2007.0,7,235,2,2,117230.0,0,1,5,42.828852,-85.663188
5950,2008.0,2,601,0,4,120000.0,0,1,5,42.868176,-85.863137
3999,2002.0,2,986,2,5,219874.0,0,0,0,42.635316,-85.284526
5999,2010.0,5,1058,2,2,109364.0,0,1,7,42.635127,-85.284634
4499,2005.0,7,85,2,2,204958.0,0,1,5,42.635158,-85.284483
4295,2008.0,2,590,2,2,135202.0,0,1,8,42.826376,-85.663319
5995,2006.0,5,289,2,5,70620.0,0,2,5,42.826329,-85.663319
4399,2007.0,2,601,0,4,125000.0,0,1,5,42.743919,-84.538293
3900,2003.0,2,928,1,4,221542.0,0,2,6,43.1535,-85.5514
5800,2007.0,2,1048,0,4,142480.0,0,2,0,42.913683,-85.738236
4800,2003.0,0,57,0,4,155471.0,0,2,5,42.913683,-85.738236
4995,2013.0,2,970,0,2,123000.0,0,1,2,42.8697,-85.6628
4750,2006.0,7,225,0,2,151000.0,0,1,1,42.868176,-85.863137
4950,2007.0,5,539,0,2,113000.0,0,1,5,42.868176,-85.863137
5900,2007.0,7,85,2,2,169105.0,0,1,5,42.898299,-85.804452
2500,1997.0,2,929,2,4,262997.0,0,2,4,42.888778,-85.664778
4995,2011.0,14,515,0,2,207000.0,0,0,0,42.806151,-86.058162
4650,2005.0,14,766,2,2,163603.0,0,0,8,42.8697,-85.6628
3499,2006.0,2,150,2,2,105950.0,0,1,2,42.635158,-85.28429
4998,2006.0,1,848,0,4,164000.0,0,1,0,42.7692,-86.1164
4900,2014.0,10,523,2,2,124667.0,0,1,5,42.277804,-85.646565
5995,2009.0,5,539,2,4,105653.0,0,1,5,42.477134,-82.949564
4495,1992.0,9,222,2,4,160882.0,0,0,0,42.477134,-82.949564
5995,2012.0,5,401,2,4,160781.0,0,0,0,42.477134,-82.949564
5495,2006.0,5,401,2,4,113862.0,0,0,0,42.477134,-82.949564
3995,2010.0,5,401,2,2,161400.0,0,1,0,42.477134,-82.949564
5495,2010.0,11,708,2,2,93203.0,0,1,5,42.477134,-82.949564
5495,2009.0,5,539,2,2,137837.0,0,1,5,42.477134,-82.949564
5995,2009.0,13,1097,2,2,87729.0,0,1,2,42.477134,-82.949564
5995,2011.0,4,181,2,2,60652.0,0,1,2,42.477134,-82.949564
3995,2006.0,2,695,2,4,166075.0,0,1,5,42.477134,-82.949564
4495,2014.0,5,491,2,2,140124.0,0,1,5,42.477134,-82.949564
5995,2014.0,2,296,2,2,116796.0,0,1,5,42.477134,-82.949564
4800,2009.0,2,692,2,2,127968.0,0,1,5,42.7008,-84.549
399,2010.0,5,539,2,2,125608.0,0,1,5,42.7008,-84.549
3000,1995.0,5,450,2,5,160000.0,0,0,6,42.63048,-84.523282
2500,2002.0,7,85,2,2,193164.0,0,1,1,42.7339,-84.5515
5495,2008.0,5,539,2,2,118360.0,0,1,5,42.477134,-82.949564
3995,2008.0,5,539,2,2,171900.0,0,1,5,42.477134,-82.949564
5995,2011.0,5,401,2,4,133890.0,0,0,0,42.477134,-82.949564
3995,2004.0,9,669,2,4,175036.0,0,0,0,42.477134,-82.949564
2995,2004.0,5,1006,2,4,152974.0,0,1,5,42.477134,-82.949564
4495,2008.0,15,191,2,2,187371.0,0,1,5,42.477134,-82.949564
3495,2003.0,5,450,2,4,87127.0,0,2,6,42.477134,-82.949564
5495,2003.0,4,333,2,5,126235.0,0,2,0,42.477134,-82.949564
4495,2010.0,5,491,2,2,114575.0,0,1,5,42.477134,-82.949564
3995,2006.0,13,550,2,4,133076.0,0,1,1,42.477134,-82.949564
4495,2008.0,5,539,2,2,173883.0,0,1,5,42.477134,-82.949564
3995,2010.0,5,491,2,2,113960.0,0,1,5,42.477134,-82.949564
2495,2005.0,3,1044,2,4,201041.0,0,1,7,42.477134,-82.949564
2995,2006.0,3,1044,2,4,157390.0,0,1,7,42.477134,-82.949564
4200,2009.0,12,899,2,2,98003.0,0,1,5,42.0653,-83.3689
4950,2006.0,2,606,0,4,122000.0,0,1,5,43.189909,-86.155128
3995,2010.0,2,590,2,2,221254.0,0,1,8,43.318362,-86.236592
3750,2000.0,4,329,2,4,153254.0,1,2,4,43.4652,-85.9626
5850,2005.0,2,696,0,4,114000.0,0,1,5,43.190222,-86.1553
5495,2008.0,5,541,2,2,95590.0,0,1,5,43.318362,-86.236592
5850,2009.0,13,546,0,2,82000.0,0,1,2,43.190065,-86.155171
3940,2009.0,2,601,0,4,179750.0,0,1,5,44.735539,-85.174635
3000,1999.0,16,780,2,4,95000.0,0,1,5,44.766334,-85.586853
5995,2008.0,3,130,2,5,166200.0,0,0,0,45.2554,-85.413208
3999,2007.0,4,571,2,4,149621.0,0,1,3,45.2654,-85.2297
3999,2008.0,4,147,2,4,150011.0,0,1,2,45.2654,-85.2297
3999,2009.0,9,792,2,2,176745.0,0,0,8,45.2654,-85.2297
1700,2007.0,3,816,1,2,107400.0,0,1,8,42.89722,-82.473958
4495,2012.0,5,539,2,2,147905.0,0,1,5,42.477134,-82.949564
4995,2009.0,5,491,2,2,93550.0,0,1,5,42.477134,-82.949564
950,2000.0,15,193,2,4,278044.0,0,1,5,42.1019,-86.3958
5599,2004.0,13,1097,0,2,79700.0,0,0,5,41.41072,-83.650449
2500,1992.0,1,860,2,5,128702.0,0,2,5,47.157345,-93.516083
5990,2007.0,13,550,2,4,138877.0,0,1,5,45.978572,-94.342018
3500,1998.0,5,425,2,5,169009.0,0,0,0,47.1332,-95.1539
2990,2004.0,2,1003,2,5,254000.0,0,0,0,45.5851,-93.5961
3500,2007.0,14,766,1,2,182086.0,1,0,8,46.936916,-91.932517
5900,2010.0,14,612,2,2,144299.0,0,0,8,46.7606,-92.266
3500,2000.0,2,929,2,5,221000.0,0,0,6,46.822147,-96.885681
4700,2007.0,8,943,2,4,74800.0,0,1,5,46.8759,-96.76585
1700,2002.0,4,336,1,5,194500.0,0,0,0,46.05331,-95.775976
3000,2001.0,2,940,2,5,283000.0,0,0,4,46.8677,-96.7572
4500,2007.0,15,198,2,2,138000.0,0,1,1,46.8759,-96.76585
5555,2004.0,15,591,0,4,204724.0,0,1,0,44.77274,-93.50024
3271,2007.0,5,487,0,4,163419.0,0,1,5,44.77274,-93.50024
3999,2004.0,5,429,0,4,188790.0,0,0,0,44.77274,-93.50024
2500,2009.0,5,1006,0,4,200716.0,0,1,5,44.77274,-93.50024
3922,2009.0,5,491,0,2,165676.0,1,1,5,44.77274,-93.50024
4922,2005.0,1,664,0,4,135503.0,0,1,5,44.77274,-93.50024
4922,2005.0,5,429,0,4,210825.0,0,0,0,44.77274,-93.50024
5000,2006.0,5,342,0,5,190912.0,0,2,7,44.77274,-93.50024
3802,2001.0,5,401,0,4,188530.0,0,0,0,44.77274,-93.50024
4750,2011.0,5,401,0,4,223589.0,0,0,0,44.77274,-93.50024
4500,1999.0,5,450,0,4,119849.0,0,0,6,44.77274,-93.50024
2450,2005.0,2,209,0,2,173580.0,0,1,1,44.77274,-93.50024
4988,1994.0,5,833,2,4,99000.0,1,2,4,45.016403,-93.247503
2488,2005.0,8,364,2,2,128000.0,1,1,5,45.016327,-93.247589
4988,2008.0,5,434,2,4,192000.0,0,0,0,45.016373,-93.247546
4488,2009.0,2,587,2,2,94000.0,0,1,2,45.016434,-93.247546
2188,1998.0,5,431,1,4,211000.0,0,0,0,45.016327,-93.247674
4288,2009.0,9,262,2,2,163000.0,0,0,0,45.016297,-93.247589
3988,2008.0,2,606,2,4,120000.0,0,1,5,45.016403,-93.247417
5988,2009.0,12,865,2,2,189000.0,0,0,0,45.016388,-93.247546
2999,2000.0,7,231,1,2,137000.0,1,1,5,44.7497,-93.2029
3500,2004.0,8,882,2,4,157897.0,0,0,0,44.989987,-93.535399
5995,2013.0,9,259,2,2,149342.0,0,0,0,45.2377,-93.2724
2900,2004.0,7,305,2,2,242326.0,0,0,0,44.904964,-93.288152
3950,2001.0,15,192,0,2,141000.0,0,1,5,44.977216,-93.115954
3988,2001.0,7,756,0,4,168000.0,0,1,3,45.016449,-93.247632
5300,2010.0,10,975,2,4,136951.0,0,0,0,44.9684,-93.0488
4988,2007.0,2,1054,2,4,254000.0,0,0,0,45.016388,-93.247503
1995,2004.0,5,401,1,4,130224.0,0,1,5,44.713712,-93.595344
2100,2002.0,3,1102,2,4,156400.0,0,1,3,44.95197,-93.32242
4850,2011.0,3,10,3,4,124973.0,0,1,5,45.2685,-92.9749
1950,2006.0,4,981,0,4,181125.0,0,1,5,44.948353,-93.212723
2995,2004.0,11,67,0,4,164125.0,0,1,5,44.948353,-93.212723
3600,2003.0,13,172,0,4,75510.0,0,1,5,45.2621,-92.9825
2485,2005.0,10,898,2,4,109623.0,0,1,7,44.77722,-93.369927
1000,2005.0,3,1037,2,4,232000.0,0,1,3,44.555249,-94.210854
5995,2013.0,2,395,0,2,162762.0,0,1,0,44.869946,-92.999291
2499,2006.0,2,601,2,4,165000.0,0,1,5,45.036,-93.486
4500,2008.0,2,399,0,4,148655.0,0,0,0,45.1194,-93.3431
2500,1998.0,15,199,2,4,180000.0,0,1,5,44.6749,-93.2578
5000,2004.0,6,384,2,4,140000.0,0,0,0,44.6749,-93.2578
3450,2006.0,3,1037,0,4,110812.0,0,1,0,44.882535,-93.46283
3200,2003.0,16,630,0,2,112245.0,0,1,5,45.0,-93.391
3450,2000.0,7,280,2,2,154625.0,1,0,0,44.882535,-93.46283
3200,2008.0,7,753,2,4,208795.0,0,1,3,45.17,-93.3819
2400,2006.0,4,339,2,5,207500.0,0,0,0,44.8358,-93.2778
995,2004.0,9,669,2,4,319035.0,0,0,0,45.124807,-93.126571
2500,2002.0,15,187,2,2,205800.0,0,1,5,44.8342,-93.4389
5990,2005.0,6,1153,0,5,229128.0,0,0,0,45.27476,-93.547962
3995,2005.0,8,1069,2,4,129685.0,0,1,0,45.28576,-92.98493
1700,1999.0,13,481,2,4,282400.0,0,2,1,45.005417,-93.669876
1899,1999.0,1,216,1,4,90000.0,0,1,5,45.214807,-93.41629
4500,2002.0,5,474,1,0,270000.0,0,0,4,45.170407,-93.940925
2500,2003.0,5,1006,0,4,151125.0,0,1,5,44.948353,-93.212723
4385,2009.0,5,439,0,4,216292.0,0,0,0,44.777052,-93.36982
2650,2003.0,7,225,0,2,146125.0,0,1,1,44.948353,-93.212723
5980,2008.0,4,749,2,4,89843.0,0,0,0,45.233425,-93.471087
2885,2003.0,5,439,2,4,184603.0,0,0,0,44.77719,-93.369927
1850,2005.0,4,567,0,4,217125.0,0,1,3,44.948353,-93.212723
4500,2011.0,2,688,2,2,125000.0,0,1,5,45.0139,-93.1571
5000,2008.0,5,460,1,5,207463.0,0,0,4,45.319154,-93.212746
600,1996.0,14,612,1,2,259860.0,1,0,2,44.901512,-93.278061
4700,1998.0,15,46,0,4,239500.0,0,0,0,44.8342,-93.4389
3600,2007.0,4,567,1,4,127500.0,0,1,3,44.9347,-93.1651
5500,2003.0,6,923,2,5,193637.0,0,0,4,44.8358,-93.2778
2450,2011.0,9,259,0,2,128408.0,0,0,0,44.883054,-93.462329
3495,2007.0,2,248,2,2,151975.0,0,1,5,45.2685,-92.9749
5995,2011.0,5,476,2,2,88677.0,0,1,2,45.2685,-92.9749
4995,2005.0,2,986,2,5,196331.0,0,0,0,45.2685,-92.9749
5995,2009.0,14,612,2,2,83750.0,0,0,5,45.2685,-92.9749
4950,2009.0,7,225,0,2,206043.0,0,1,5,44.630379,-93.136296
5950,2010.0,15,267,0,2,197432.0,0,1,5,44.630434,-93.136243
3650,2003.0,15,187,2,4,274464.0,0,1,5,45.043625,-93.540752
3400,2007.0,7,227,2,2,178000.0,0,1,1,44.449835,-92.284813
3450,2008.0,15,1140,0,2,130000.0,0,1,2,44.977094,-93.115954
1500,1998.0,5,1104,0,4,282125.0,0,1,5,44.9702,-93.3047
2450,2003.0,7,85,0,2,184125.0,0,1,5,44.948353,-93.212723
4495,2007.0,2,726,0,4,88787.0,0,1,1,44.923965,-92.773508
3495,2008.0,5,1019,0,4,163761.0,0,0,0,44.923965,-92.773508
3495,2002.0,2,1002,0,5,213355.0,0,0,0,44.923965,-92.773508
2499,2005.0,7,93,2,4,309000.0,0,1,5,44.954215,-92.771301
2499,2004.0,15,187,0,2,233000.0,0,1,5,44.954169,-92.77128
2495,1999.0,5,442,2,5,154633.0,0,0,0,45.0132,-93.0297
5495,2011.0,7,236,2,2,154726.0,0,1,5,45.0132,-93.0297
5995,2007.0,15,917,2,4,145689.0,0,1,3,45.0132,-93.0297
5495,2014.0,5,494,2,2,125346.0,0,1,5,45.0132,-93.0297
4988,2007.0,7,795,0,4,235458.0,0,0,0,45.049163,-93.035945
3499,2003.0,7,102,0,2,213125.0,0,1,5,45.049163,-93.035945
4499,2005.0,7,225,2,2,170000.0,0,1,5,44.9608,-93.1216
5995,2008.0,5,494,0,2,87710.0,0,1,5,45.1061,-93.6692
4999,2006.0,11,1068,0,4,95000.0,0,0,0,44.0496,-92.4896
4700,2006.0,15,187,0,2,100369.0,0,1,5,44.1078,-92.4053
4999,2001.0,0,33,0,4,171000.0,0,1,8,44.0496,-92.4896
4999,2008.0,13,581,0,4,139000.0,0,1,5,44.0496,-92.4896
3500,2006.0,2,606,2,4,143000.0,0,1,5,44.0496,-92.4896
5999,2006.0,9,672,0,4,138000.0,0,0,0,44.0496,-92.4896
4500,2006.0,7,281,2,2,176000.0,0,0,0,44.0496,-92.4896
4500,2003.0,15,592,0,4,184000.0,0,0,0,44.0496,-92.4896
4999,2007.0,7,90,0,2,176000.0,0,1,5,44.0496,-92.4896
4999,2009.0,13,555,0,4,167000.0,0,1,5,44.0496,-92.4896
4900,2007.0,13,553,0,4,86000.0,0,1,5,44.0496,-92.4896
4999,2005.0,15,192,0,4,105000.0,0,1,5,44.0496,-92.4896
3495,2007.0,8,882,2,4,236738.0,0,1,0,44.03107,-92.47869
3995,2004.0,15,837,2,2,254000.0,0,0,0,44.03107,-92.47869
5200,2012.0,11,720,0,2,170000.0,0,1,5,44.0496,-92.4896
5999,2012.0,5,541,2,2,125000.0,0,2,5,44.0496,-92.4896
5999,2010.0,16,213,0,2,137000.0,1,1,5,44.0496,-92.4896
5999,2009.0,15,698,0,2,152000.0,1,1,2,44.0496,-92.4896
5200,2007.0,14,612,0,2,150000.0,1,0,8,44.0496,-92.4896
3999,2003.0,5,402,2,4,147000.0,0,0,0,44.0496,-92.4896
5500,2013.0,5,541,0,2,198000.0,0,1,5,44.0496,-92.4896
5500,2005.0,12,734,0,4,102000.0,0,0,0,44.0496,-92.4896
5500,2004.0,15,592,0,4,184000.0,0,0,0,44.0496,-92.4896
4999,2004.0,5,410,0,2,136000.0,0,0,0,44.0496,-92.4896
4999,2004.0,2,1049,0,4,141000.0,0,0,0,44.0496,-92.4896
5500,2008.0,7,234,0,2,147000.0,0,1,5,44.0496,-92.4896
5500,2007.0,7,231,2,2,116000.0,0,1,5,44.0496,-92.4896
4500,2007.0,7,236,0,2,141000.0,0,1,5,44.0496,-92.4896
4000,2008.0,14,612,2,2,152500.0,0,0,5,44.0032,-92.4835
3775,2007.0,12,899,2,2,140522.0,0,1,5,44.043581,-92.460036
3975,2007.0,3,1041,2,4,149650.0,0,1,3,44.043119,-92.460852
3999,2005.0,9,577,2,5,192000.0,0,0,0,44.0496,-92.4896
2691,2005.0,11,67,2,2,237016.0,1,1,5,45.553712,-94.217548
3495,2005.0,6,1147,2,5,343400.0,0,0,0,45.2925,-94.2119
2750,2004.0,2,601,2,4,193000.0,0,1,5,45.5851,-93.5961
4750,2010.0,2,606,0,4,203000.0,0,1,5,45.5851,-93.5961
3999,2005.0,2,1048,2,4,166786.0,0,0,0,45.5579,94.1632
3999,2009.0,2,601,2,4,221839.0,0,1,5,45.5579,94.1632
3299,2006.0,13,1030,2,4,147444.0,0,0,0,45.5579,94.1632
5999,2007.0,12,732,2,4,120772.0,0,0,0,45.5579,94.1632
3999,2008.0,4,748,2,4,192254.0,0,0,0,45.5579,94.1632
3499,2010.0,5,804,2,5,0.0,0,2,5,45.5579,94.1632
4399,2008.0,3,1044,2,4,164743.0,0,1,7,45.5579,94.1632
1999,1996.0,15,187,2,2,198223.0,0,1,5,45.5579,94.1632
3999,2009.0,9,790,2,2,150970.0,0,0,0,45.5579,94.1632
4500,2009.0,2,604,2,4,136000.0,0,1,5,31.36,-89.5777
2988,1999.0,2,168,2,4,188000.0,0,0,0,30.520244,-89.647288
3500,2006.0,2,248,2,2,144000.0,0,1,1,38.834844,-91.956103
5400,2008.0,4,567,2,2,147000.0,0,1,3,38.83471,-91.956253
5200,2001.0,12,789,0,4,124000.0,0,2,0,38.954843,-92.349787
5900,2006.0,15,914,2,4,166312.0,0,1,3,38.83503,-91.956183
3450,2002.0,15,139,1,4,228395.0,0,1,5,38.83503,-91.956183
3400,1999.0,7,280,2,2,235000.0,0,0,0,38.834827,-91.956103
3400,2002.0,7,85,0,4,262153.0,0,1,5,38.83503,-91.956183
2000,2004.0,7,236,2,2,256000.0,0,1,5,38.8518,-91.9605
5900,2010.0,8,1069,2,2,160183.0,0,1,0,38.83503,-91.956183
4600,2005.0,14,511,2,2,140071.0,0,0,0,39.013349,-92.277385
4950,2003.0,16,745,0,2,182135.0,0,1,5,38.05708,-91.401701
3950,2005.0,4,742,0,2,185738.0,0,1,5,38.05708,-91.401701
3950,2006.0,4,204,0,4,146443.0,0,1,7,38.05708,-91.401701
4650,2007.0,12,111,0,2,217275.0,0,1,5,38.05708,-91.401701
5750,2007.0,8,1069,0,4,150572.0,0,1,0,38.05708,-91.401701
4950,2002.0,2,1048,0,4,146726.0,0,0,0,38.05708,-91.401701
3950,2004.0,7,753,0,4,226087.0,0,1,7,38.05708,-91.401701
3500,2004.0,7,753,0,4,288131.0,0,1,7,38.05708,-91.401701
5250,2008.0,8,364,0,2,179712.0,0,1,5,38.05708,-91.401701
3950,2002.0,8,1127,0,4,220582.0,0,1,5,38.05708,-91.401701
4950,2008.0,3,816,0,2,122775.0,0,1,7,38.05708,-91.401701
5995,2006.0,2,607,2,4,124406.0,0,1,5,38.964774,-92.354014
5426,2010.0,2,588,2,2,140080.0,0,1,0,38.579397,-92.18051
4950,2009.0,15,187,0,2,240000.0,0,1,5,38.05708,-91.401701
5950,2010.0,8,943,0,2,120852.0,0,1,5,38.05708,-91.401701
5950,2011.0,5,476,0,2,128035.0,0,1,5,38.05708,-91.401701
3997,1999.0,9,572,2,4,213719.0,0,0,0,37.0465,-94.5103
5997,2004.0,1,779,2,4,76627.0,0,1,5,37.0465,-94.5103
4200,2003.0,5,429,2,4,171463.0,0,0,0,38.0819,-92.6899
4500,2007.0,9,573,2,4,213000.0,0,0,0,38.2301,-92.6696
3975,1993.0,9,1107,1,2,232888.0,1,0,0,37.893366,-93.6231
4500,2006.0,7,225,2,2,197222.0,0,1,5,37.894355,-93.623085
3750,2009.0,8,79,2,2,105979.0,0,1,5,37.117021,-93.472333
3295,2007.0,12,901,2,2,211365.0,0,1,5,37.183149,-93.350772
2550,2002.0,5,491,2,2,215620.0,0,1,5,37.117021,-93.472333
5950,2012.0,2,951,2,2,130758.0,0,1,2,37.117021,-93.472333
4990,2008.0,2,253,0,2,158000.0,0,1,1,37.06318,-93.3087
5990,2008.0,13,547,0,2,92700.0,0,1,1,37.06318,-93.3087
5500,2001.0,15,46,0,4,251647.0,0,0,0,37.2593,-93.2912
4995,2011.0,7,236,2,2,168395.0,0,1,1,37.183149,-93.350772
4950,2007.0,5,540,0,2,165000.0,0,1,5,37.230984,-93.345852
5395,2006.0,7,225,0,2,196000.0,0,1,1,37.003488,-93.199191
2500,2003.0,5,450,2,5,303000.0,0,0,6,45.792754,-108.48371
4995,2007.0,1,648,3,4,214687.0,0,1,5,45.777152,-108.553946
5275,2011.0,15,914,0,4,207902.0,0,1,3,45.819032,-108.470189
5488,2010.0,4,567,0,4,126166.0,0,1,3,45.819032,-108.470189
5799,2004.0,2,933,0,5,235197.0,0,2,4,45.819032,-108.470189
5995,2004.0,2,256,2,3,233011.0,1,0,6,44.354923,-106.680384
5995,2005.0,2,1048,2,4,119300.0,0,0,0,45.77689,-111.178996
5995,2008.0,2,601,2,4,158970.0,0,1,5,45.77689,-111.178996
5000,2005.0,14,511,2,2,145000.0,0,0,0,45.671164,-111.112289
5300,2008.0,7,93,2,4,183552.0,0,1,5,47.5098,-111.2734
5000,2005.0,6,384,2,4,123000.0,0,0,0,48.5578,-112.1206
4999,2006.0,4,333,2,5,350200.0,0,0,0,46.604253,-112.025407
3000,2006.0,4,334,1,4,180085.0,0,0,0,46.684335,-112.1714
5999,2005.0,2,395,2,4,118906.0,0,0,0,46.604253,-112.025407
5695,2007.0,15,187,2,4,199555.0,0,1,5,46.604253,-112.025407
3999,2006.0,2,601,2,4,167531.0,0,1,5,46.604253,-112.025407
2895,2006.0,2,395,2,4,212003.0,0,1,0,46.604253,-112.025407
4999,2004.0,2,601,2,4,82432.0,0,1,5,46.604253,-112.025407
2788,2005.0,2,209,2,2,0.0,0,1,1,46.604253,-112.025407
1000,2001.0,5,425,2,5,179000.0,0,0,0,46.730446,-112.024635
1600,1993.0,12,825,2,4,186000.0,0,1,7,46.639817,-112.031965
2499,1998.0,7,102,1,2,260950.0,0,1,5,46.604253,-112.025407
4999,2007.0,2,395,2,4,176587.0,0,0,0,46.604253,-112.025407
4880,2000.0,13,725,0,4,204970.0,0,1,3,48.323615,-114.239445
2700,2005.0,3,816,2,2,183200.0,1,1,5,48.198863,-114.321918
5200,2006.0,6,1146,2,5,202789.0,0,0,0,48.3534,-114.1784
676,2017.0,5,452,0,4,30244.0,0,0,6,47.717677,-117.411665
400,2000.0,5,1012,2,4,195096.0,0,1,8,46.858,-114.015
5850,2002.0,7,280,2,2,185780.0,0,0,0,46.9776,-114.0619
2500,2004.0,7,225,2,2,317819.0,1,1,5,46.9776,-114.0619
5990,2011.0,4,145,2,4,138759.0,0,1,5,46.9776,-114.0619
5990,2002.0,11,1066,2,4,154830.0,0,0,0,46.9776,-114.0619
3850,2005.0,4,982,2,2,104027.0,0,1,5,46.9776,-114.0619
4990,2008.0,3,893,2,4,125118.0,0,1,5,46.9776,-114.0619
800,2001.0,16,780,2,2,192456.0,0,1,5,46.9776,-114.0619
5490,2007.0,13,1030,2,4,151259.0,0,0,0,46.9776,-114.0619
5490,2001.0,8,1126,2,4,69600.0,0,1,5,46.9776,-114.0619
5490,2009.0,5,539,2,2,151183.0,0,1,5,46.9776,-114.0619
4990,2006.0,13,550,2,2,164825.0,0,1,5,46.9776,-114.0619
4500,1995.0,5,429,2,4,182962.0,0,0,0,46.9776,-114.0619
3990,2008.0,12,1089,2,2,154160.0,1,1,5,46.9776,-114.0619
5990,2006.0,2,601,2,4,103267.0,0,1,5,46.9776,-114.0619
3000,2003.0,2,1046,0,2,124000.0,0,0,0,46.848401,-113.98629
5990,2010.0,7,102,2,2,243370.0,0,1,5,46.9776,-114.0619
5500,1994.0,2,929,0,4,214000.0,1,0,4,47.6876,-114.1404
2600,1997.0,15,187,0,2,309000.0,0,1,5,45.788149,-114.366184
4850,2008.0,5,829,2,4,223715.0,0,0,6,46.9776,-114.0619
5990,2002.0,16,780,2,4,113880.0,0,1,8,46.9776,-114.0619
5850,2007.0,0,38,0,4,175756.0,0,0,8,35.459611,-82.531019
5590,2007.0,9,671,0,4,94902.0,0,0,0,35.5376,-82.7001
5990,2009.0,2,609,0,4,69909.0,0,1,5,35.5376,-82.7001
5000,1990.0,5,176,1,5,157620.0,0,0,0,35.7126,-82.5491
3600,2005.0,14,766,2,2,201502.0,0,0,8,35.5808,-82.6078
1700,1993.0,7,331,1,2,240000.0,1,1,1,35.510917,-82.418044
5500,2007.0,5,429,0,4,194615.0,0,2,0,35.6169,-82.1686
5990,2007.0,9,669,0,4,126977.0,0,0,0,35.5376,-82.7001
2500,2001.0,5,1006,2,4,86000.0,0,1,5,36.010792,-82.156082
4995,2004.0,7,102,0,4,194533.0,0,1,5,34.952829,-80.998136
3000,2005.0,12,111,2,2,159745.0,0,2,5,35.229,-80.8419
3500,2006.0,12,110,0,2,164000.0,0,2,5,35.216633,-80.850452
3000,2008.0,7,225,3,2,234129.0,0,1,5,35.095574,-80.863868
5700,2014.0,12,1096,0,2,105000.0,0,1,5,34.6951,-80.7886
3900,2007.0,7,757,0,4,189900.0,0,1,7,35.2834,-80.8702
3850,2004.0,12,788,2,4,160000.0,0,2,0,35.137904,-80.745893
5995,2007.0,15,187,2,2,120000.0,1,1,5,35.116974,-80.695181
3995,2006.0,7,753,0,4,253709.0,0,1,3,34.952829,-80.998136
3495,2005.0,6,384,0,4,148456.0,0,2,0,34.952829,-80.998136
4295,2002.0,15,591,0,4,282365.0,0,1,0,34.952829,-80.998136
4900,2007.0,7,85,0,2,220209.0,0,1,5,35.4285,-80.2057
3995,2006.0,7,375,0,2,295437.0,0,0,0,34.952829,-80.998136
4995,2008.0,2,601,0,4,123017.0,0,1,5,35.142985,-80.876369
5895,2010.0,2,601,2,4,119194.0,0,1,5,34.9151,-81.0129
1000,2008.0,4,333,2,5,223955.0,0,1,5,35.3252,-80.8094
4495,2007.0,8,882,0,4,228544.0,0,1,0,34.952829,-80.998136
4295,2005.0,12,111,0,2,0.0,0,1,5,34.952829,-80.998136
4995,2013.0,2,296,0,2,154698.0,0,1,5,34.9151,-81.0129
5495,2000.0,12,787,3,4,232610.0,0,2,0,35.942551,-80.000576
5200,2008.0,7,225,3,2,264429.0,0,1,5,35.942551,-80.000576
2000,1994.0,2,878,1,2,314093.0,1,2,4,34.9261,-80.7227
4995,2008.0,3,893,2,2,97012.0,0,2,5,35.529642,-80.610201
5494,2008.0,9,792,0,2,162013.0,1,1,0,35.444149,-81.004495
800,2011.0,10,962,2,2,129546.0,0,1,8,35.767885,-80.852333
800,2011.0,15,187,2,2,119954.0,0,1,5,35.767885,-80.852333
800,2011.0,12,113,2,2,105776.0,0,1,5,35.767885,-80.852333
800,2007.0,2,1048,2,4,155845.0,0,0,0,35.767885,-80.852333
2990,2004.0,12,900,0,2,140589.0,0,1,5,35.274255,-80.836035
1400,1998.0,7,227,2,2,263206.0,0,1,1,35.492235,-80.621796
4999,2003.0,15,187,0,2,157000.0,0,1,5,35.4011,-80.8695
3995,2002.0,7,238,0,2,189122.0,0,1,5,35.456477,-80.618076
4500,2006.0,10,960,0,4,142000.0,0,0,0,35.1287,-80.9338
4400,2003.0,1,664,2,4,82600.0,0,1,5,35.597535,-80.780414
215,2015.0,12,537,2,4,158354.0,0,1,4,34.705098,-77.158268
3000,1995.0,5,833,2,4,199982.0,1,0,6,35.311064,-78.494939
3250,1998.0,15,187,2,2,215386.0,0,1,5,35.4558,-78.1674
2999,2005.0,7,759,2,4,242108.0,0,1,3,36.282109,-77.703552
3000,2003.0,4,328,2,5,228000.0,0,0,4,35.440186,-76.625519
5500,2011.0,12,111,0,2,159600.0,0,1,5,35.0742,-78.965
